p=60,trials=1000, fitness=10, max gen = 40, Rao-3, MAE = 65.197161351897

6.352208892093,0.79884349418517,0.91444349418517,117.6,130.19493785117,12.594937851168
6.6644996882675,0.79699159426568,0.91259159426568,117.6,129.54175948637,11.941759486371
5.5572241779394,0.7008897203295,0.8164897203295,31.2,30.757783341594,0.4422166584058
5.8771944933042,0.72754600939227,0.84314600939227,36,36.218888518036,0.2188885180358
4.4481391083104,0.63007085422104,0.74567085422104,25.2,25.308816399347,0.10881639934725
4.47477,0.52001386670024,0.63561386670024,8.4,7.7215746532453,0.67842534675469
4.2821,0.48965274259059,0.60525274259059,10.8,9.5552495495811,1.2447504504189
7.0777075119683,0.82953283416924,0.94513283416924,352.8,391.38531821118,38.585318211178
8.9681758719447,0.80143894222585,0.91703894222585,72,73.572974189864,1.5729741898638
8.7228898203032,0.85724064128904,0.98844064128904,72,73.51193646109,1.5119364610898
8.2031566437339,0.76285369645844,0.89405369645844,24,20.562013473817,3.4379865261826
8.3016527552586,0.88082049519374,1.0120204951937,360,382.74727463381,22.747274633808
6.3618423709565,0.74645364505958,0.87765364505958,36,36.736612309603,0.73661230960261
4.35037230073,0.75165403393873,0.88285403393873,215,264.45556990969,49.455569909688
6.440624148789,0.787525110211,0.918725110211,48,51.00262337573,3.0026233757302
6.1532252320658,0.79765109015985,0.92885109015985,360,414.336113615,54.336113614999
5.7441610240767,0.7968438082793,0.9280438082793,324,382.64322995608,58.643229956079
5.4586845254377,0.76702401176375,0.89822401176375,60,66.417083107168,6.4170831071679
7.687100410549,0.8093404704604,0.9405404704604,48,49.579211201261,1.5792112012611
4.1272883053608,0.70731175610903,0.83851175610903,60,69.604969696329,9.6049696963294
5.1949633340816,0.72801166151232,0.84361166151232,60,67.126784338114,7.1267843381145
6.4465758357256,0.81836950555601,0.93396950555601,300,340.16135497251,40.161354972511
6.1134292317017,0.78170792669091,0.89730792669091,120,133.18471558564,13.184715585639
7.7872471426576,0.81551793361619,0.94671793361619,90,95.607431899367,5.607431899367
7.1778619089241,0.82237658421899,0.95357658421899,210,229.60621319419,19.606213194188
7.6390913871811,0.79253630114092,0.92373630114092,48,49.629894386077,1.6298943860767
5.1876956344979,0.7481245328128,0.8637245328128,70,76.46623129846,6.4662312984597
5.8805252141227,0.78800480942475,0.90360480942475,239,272.56173019449,33.561730194489
5.7071736791316,0.75285148205182,0.86845148205182,82,89.526504721849,7.5265047218486
5.7006450732881,0.72457418753047,0.84017418753047,62,67.449332719241,5.449332719241
6.1958187258516,0.77515685288383,0.89075685288383,170,191.78386584925,21.783865849248
6.1434852019405,0.78712851856608,0.90272851856608,192,214.11869096882,22.118690968825
4.5244810189413,0.56608350429269,0.68168350429269,18,15.11988039957,2.8801196004297
